id_no,title,organization,skills,ratings,review_counts,metadata
269,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Hebrew University of Jerusalem,"computational logic,computer architecture,computer hardware,computer programming,debugging,design patterns,development environment,program development,system design implementation,technical design,verification validation",0,0,Mixed ? Course ? 1 - 3 Months
270,"Energy Production, Distribution & Safety",University at Buffalo,"basic electrical system,construction,economics,electric power system,electrical equipment,electrical power,electrical safety,electrical substation,electrical system,energy utility,environment,environment health safety,environmental engineering,environmental regulation,hazard communication hazcom,low voltage,occupational safety health administration osha,project design,safety training,workforce development",0,0,Beginner ? Specialization ? 3 - 6 Months
271,Introduction to Google SEO,"University of California, Davis","business reporting,consumer behaviour,content strategy,data analysis,google analytics,keyword research,marketing,search engine optimization,target audience,user research,web analytics seo,web content",0,0,Beginner ? Course ? 1 - 4 Weeks
272,Embedded Hardware and Operating Systems,EIT Digital,"application programming interface api,c programming language,embedded software,embedded system,hardware architecture,internet thing,network protocol,operating system,realtime operating system,simulation,wireless network",0,0,Intermediate ? Course ? 1 - 4 Weeks
273,Programming for the Internet of Things Project,"University of California, Irvine","computer hardware,embedded software,embedded system,functional requirement,prototyping,python,requirement analysis,system design,system design implementation,test planning",0,0,Mixed ? Course ? 1 - 3 Months
274,Introduction to Calculus,The University of Sydney,"advanced mathematics,algebra,arithmetic,calculus,derivative,engineering calculation,estimation,geometry,graphing,integral calculus,mathematical modeling,trigonometry",0,0,Intermediate ? Course ? 1 - 3 Months
275,Using Python to Interact with the Operating System,Google,"automation,bash scripting language,commandline interface,debugging,development environment,file management,linux command,o process management,operating system,python,scripting,scripting language,shell script,test driven development tdd,unit testing,unix,unix command,unix shell",0,0,Beginner ? Course ? 1 - 3 Months
276,Soporte de Tecnolog?s de la Informaci? de Google,Google,"computer hardware,computer networking,computer security awareness training,cybersecurity,desktop support,disaster recovery,hardening,help desk support,infrastructure,lightweight directory access protocol,network security,network troubleshooting,osi model,package software management,remote access system,software installation,system administration,tcpip,technical support,user account",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
277,Introduction to Git and GitHub,Google,"cicd,code review,commandline interface,debugging,git version control system,github,issue tracking,software development tool,software engineering tool,software versioning,version control",0,0,Beginner ? Course ? 1 - 4 Weeks
278,Introduction to Programming with Python and Java,University of Pennsylvania,"computer programming,data analysis,data cleansing,data science,data structure,data visualization,data visualization software,debugging,eclipse software,java,matplotlib,object oriented programming oop,oop,panda python package,pivot table chart,programming principle,python,qa testing,unit testing",0,0,Beginner ? Specialization ? 3 - 6 Months
279,Natural Language Processing with Classification and Vector Spaces,DeepLearning.AI,"artificial intelligence,dimensionality reduction,feature engineering,machine learning algorithm,nlp,probability statistic,supervised learning,tensorflow",0,0,Intermediate ? Course ? 1 - 4 Weeks
280,CFD Simulation Through a Centrifugal Pump,Coursera Project Network,"cloud computing,data validation,engineering analysis,hydraulics,mathematical modeling,simulation,simulation simulation software,verification validation",0,0,Beginner ? Guided Project ? Less Than 2 Hours
281,Astronomy: Exploring Time and Space,University of Arizona,"ancient history,chemistry,engineering,general science research,physic,physical science,research,scientific,scientific method,scientific visualization,simulation,technical instrument",0,0,Beginner ? Course ? 1 - 3 Months
282,Machine Learning in Production,DeepLearning.AI,"application deployment,applied machine learning,artificial intelligence machine learning aiml,cicd,continuous monitoring,data pipeline,data quality,data validation,debugging,feature engineering,machine learning,mlops machine learning operation,sdlc",0,0,Intermediate ? Course ? 1 - 4 Weeks
283,Introduction to Discrete Mathematics for Computer Science,University of California San Diego,"algorithm,arithmetic,combinatorics,computational logic,computational thinking,computer programming,cryptography,cybersecurity,data structure,deductive reasoning,encryption,graph theory,key management,logical reasoning,network analysis,network routing,probability,public key cryptography standard pkcs,python,theoretical computer science",0,0,Beginner ? Specialization ? 3 - 6 Months
284,Wind Energy,Technical University of Denmark (DTU),"electrical power,energy utility,engineering,engineering calculation,engineering design process,environmental monitoring,failure analysis,financial analysis,geospatial information technology,high voltage,mechanical engineering,predictive modeling,structural analysis,system engineering,time series analysis forecasting",0,0,Mixed ? Course ? 3 - 6 Months
285,Chip based VLSI design for Industrial Applications,L&T EduTech,"application specific integrated circuit,computational logic,computer architecture,electrical engineering,electronic component,electronic hardware,electronic system,electronics,electronics engineering,embedded software,embedded system,fieldprogrammable gate array fpga,hardware design,internet thing,low voltage,network protocol,programmable logic controller,schematic diagram,semiconductor,serial peripheral interface",0,0,Intermediate ? Specialization ? 3 - 6 Months
286,Machine Learning,University of Washington,"applied machine learning,artificial intelligence,artificial intelligence machine learning aiml,bayesian statistic,classification regression tree cart,computer vision,data mining,deep learning,feature engineering,image analysis,machine learning,machine learning algorithm,predictive analytics,predictive modeling,regression analysis,statistical analysis,statistical machine learning,supervised learning,text mining,unsupervised learning",0,0,Intermediate ? Specialization ? 3 - 6 Months
287,Marketing Mix Implementation,IE Business School,"advertising,brand management,brand marketing,brand strategy,communication,customer experience strategy cx,integrated marketing communication,marketing,marketing budget,marketing channel,marketing communication,merchandising,price negotiation,product lifecycle management,product management,product strategy,retail management,strategic decisionmaking,strategic marketing",0,0,Beginner ? Specialization ? 3 - 6 Months
288,Self-Driving Cars,University of Toronto,"algorithm,artificial neural network,automation,computer graphic,computer vision,control system,data structure,deep learning,embedded software,estimation,global positioning system,image analysis,machine learning method,predictive modeling,safety assurance,scenario testing,simulation,software architecture,spatial data analysis,visualization computer graphic",0,0,Advanced ? Specialization ? 3 - 6 Months
289,Slope Engineering,The Hong Kong University of Science and Technology,"augmented virtual reality arvr,civil engineering,engineering analysis,experimentation,failure analysis,geographic information system,geospatial information technology,laboratory experience,mechanic,risk control,structural analysis",0,0,Beginner ? Course ? 1 - 3 Months
290,Six Sigma Green Belt,Kennesaw State University,"business process management,correlation analysis,exploratory data analysis,lean manufacturing,lean methodology,lean six sigma,operational excellence,probability statistic,process analysis,process capability,process improvement,process mapping,quality control,quality improvement,root cause analysis,six sigma methodology,statistical analysis,statistical hypothesis testing,statistical process control,team management",0,0,Intermediate ? Specialization ? 3 - 6 Months
291,Construction Project Management,Columbia University,"building information modeling,construction management,contract management,engineering management,environment health safety,lean methodology,organizational structure,project management,project management life cycle,project risk management,project schedule,sustainability reporting,work breakdown structure",0,0,Beginner ? Course ? 1 - 3 Months
292,Generative AI: Introduction and Applications,IBM,"artificial intelligence,chatgpt,content writing,generative ai,image analysis,large language modeling,openai,program development,prompt engineering,virtual environment",0,0,Beginner ? Course ? 1 - 4 Weeks
293,VLSI CAD Part II: Layout,University of Illinois Urbana-Champaign,"algorithm,application specific integrated circuit,calculus,computational logic,computer architecture,computeraided design,data structure,electrical computer engineering,electronic hardware,engineering design process,hardware design,mathematical modeling,network routing,semiconductor,system design",0,0,Intermediate ? Course ? 1 - 3 Months
294,Microsoft Front-End Developer,Microsoft,"authentication,c programming language,debugging,figma design software,frontend web development,git version control system,github,html cs,javascript,microsoft copilot,mockups,object oriented programming oop,open web application security project owasp,programming principle,secure coding,ui component,user interface ui,user interface user experience uiux design,web design,web development",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
295,Microsoft Back-End Developer,Microsoft,"application deployment,aspnet,authentication,backend web development,c programming language,cicd,data structure,database management,debugging,graph theory,load balancing,microsoft copilot,net framework,object oriented programming oop,program development,relational database,rolebased access control rbac,scalability,sql",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
296,Chemical Engineering Thermodynamics 2,Korea Advanced Institute of Science and Technology(KAIST),"chemical engineering,chemistry,energy utility,engineering calculation,environmental engineering,mathematical modeling,mechanical engineering,process engineering",0,0,Intermediate ? Course ? 1 - 3 Months
297,Machine Learning on Google Cloud,Google Cloud,"application deployment,applied machine learning,artificial intelligence machine learning aiml,cloud computing,cloud infrastructure,cloud platform,data governance,data management,data pipeline,dataflow,deep learning,feature engineering,generative ai,google cloud platform,kera neural network library,machine learning,mlops machine learning operation,prompt engineering,tensorflow,workflow management",0,0,Intermediate ? Specialization ? 3 - 6 Months
298,Introduction and Programming with IoT Boards,Pohang University of Science and Technology(POSTECH),"computer hardware,computer programming tool,electronic hardware,embedded system,emerging technology,general networking,information technology architecture,infrastructure architecture,internet thing,problem solving,python,software architecture,wireless network",0,0,Beginner ? Course ? 1 - 3 Months
299,AI for Medicine,DeepLearning.AI,"ai personalization,applied machine learning,artificial intelligence machine learning aiml,clinical trial,data analysis,data processing,decision tree learning,deep learning,feature engineering,image analysis,machine learning,machine learning method,medical imaging,patient treatment,precision medicine,predictive modeling,random forest algorithm,risk modeling,statistical analysis,treatment planning",0,0,Intermediate ? Specialization ? 1 - 3 Months
300,Google Marketing Digital e E-Commerce,Google,"campaign management,content writing,customer experience strategy cx,customer relationship management,customer retention,data storytelling,email marketing,google ad,marketing,marketing budget,medium planning,online advertising,order fulfillment,paid medium,search engine marketing,search engine optimization,social medium management,social medium marketing,social medium strategy,target audience",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
301,Core 1: Hardware and Network Troubleshooting,IBM,"computer display,computer hardware,data storage,desktop support,hardware troubleshooting,network administration,network troubleshooting,peripheral device,system configuration,technical support",0,0,Advanced ? Course ? 1 - 3 Months
302,Programming with JavaScript,Meta,"computer programming,data structure,debugging,frontend web development,functional design,javascript,jest javascript testing framework,json,node,object oriented programming oop,package software management,unit testing,web application,web development tool",0,0,Beginner ? Course ? 1 - 3 Months
303,Code Yourself! An Introduction to Programming,The University of Edinburgh,"algorithm,animation game design,computational thinking,computer programming,debugging,design patterns,game design,programming principle,software development,software engineering,video game development",0,0,Beginner ? Course ? 1 - 3 Months
304,Malware Analysis and Introduction to Assembly Language,IBM,"application security,code review,computer architecture,cyber security assessment,cyber threat hunting,debugging,excel macro,linux,malware protection,microsoft window,network analysis,programming principle,system programming,threat detection,virtual machine,window powershell",0,0,Beginner ? Course ? 1 - 3 Months
305,Fundamentals of GIS,"University of California, Davis","arcgis,data analysis,data mapping,data presentation,data quality,data sharing,data visualization,file management,geographic information system,geospatial mapping,gi software,metadata management,spatial analysis",0,0,Beginner ? Course ? 1 - 4 Weeks
306,Semiconductor Packaging,Arizona State University,"computer architecture,computer hardware,electronic component,electronic system,electronics,hardware architecture,manufacturing operation,manufacturing process,manufacturing standard,process analysis,process control,process improvement,product testing,qa testing,reliability,scalability,semiconductor,statistical process control,thermal management,verification validation",0,0,Beginner ? Specialization ? 3 - 6 Months
307,Adobe Graphic Designer,Adobe,"adobe creative suite,artificial intelligence,branding,client service,content writing,design review,digital design,file management,generative ai,graphic design,image analysis,logo design,presentation,process design,prompt engineering,storytelling,user interface user experience uiux design,ux design,visual design",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
308,Real-Time Embedded Systems,University of Colorado Boulder,"code review,debugging,design patterns,embedded software,embedded system,hardware architecture,linux,operating system,performance tuning,real time data,realtime operating system,software architecture,software system,system architecture,system design,system design implementation,system engineering,system programming,system software,verification validation",0,0,Intermediate ? Specialization ? 3 - 6 Months
309,Understanding Einstein: The Special Theory of Relativity,Stanford University,"mathematical modeling,mechanic,physic,research,scientific method,system measurement,timeline,verification validation",0,0,Beginner ? Course ? 1 - 3 Months
310,How Things Work: An Introduction to Physics,University of Virginia,"energy utility,experimentation,mechanic,physic,torque physic",0,0,Intermediate ? Course ? 1 - 3 Months
311,Accelerated Computer Science Fundamentals,University of Illinois Urbana-Champaign,"algorithm,c programming language,computer programming,data storage,data structure,database system,database theory,debugging,development environment,engineering software,graph theory,network routing,object oriented programming oop,oop,program development,software engineering,theoretical computer science",0,0,Intermediate ? Specialization ? 1 - 3 Months
312,Microsoft Business Analyst,Microsoft,"business analysis,business process modeling,business requirement,data analysis,data modeling,excel formula,microsoft excel,microsoft power automateflow,microsoft power platform,microsoft visio,pivot table chart,powerbi,process flow diagram,quality management,requirement analysis,requirement elicitation,scrum software development,sdlc,stakeholder management,user story",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
313,Data Science: Statistics and Machine Learning,Johns Hopkins University,"data science,data visualization,exploratory data analysis,feature engineering,github,interactive data visualization,leaflet software,machine learning,machine learning algorithm,plotly,predictive modeling,probability statistic,r,regression analysis,rmarkdown,shiny r package,statistical analysis,statistical hypothesis testing,statistical inference",0,0,Intermediate ? Specialization ? 3 - 6 Months
314,Digital Transformation,University of Virginia,"business economics,business strategy,business technology,business transformation,change management,corporate strategy,digital transformation,emerging technology,innovation,market dynamic,process development,product lifecycle management,technology strategy",0,0,Beginner ? Course ? 1 - 4 Weeks
315,Camino a la Excelencia en Gesti? de Proyectos,Pontificia Universidad Cat?ica de Chile,"continuous improvement process,contract management,culture transformation,lean manufacturing,lean methodology,organizational change,process improvement,production process,project management,value engineering,workflow management",0,0,Beginner ? Course ? 1 - 3 Months
316,Materials Science for Technological Application,Arizona State University,"chemical engineering,chemistry,engineering,engineering analysis,engineering calculation,failure analysis,laboratory testing,manufacturing process,mechanic,mechanical engineering,physic,physical science,process engineering,production process,semiconductor,structural analysis,thermal management",0,0,Beginner ? Specialization ? 3 - 6 Months
317,SAS Programmer,SAS,"data access,data analysis,data cleansing,data importexport,data integration,data manipulation,data presentation,data processing,data transformation,data validation,debugging,descriptive statistic,exploratory data analysis,microsoft excel,requirement analysis,sa software,sql,statistical programming",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
318,Go and C++:  Programming in Two Successor Languages of C,"University of California, Santa Cruz","algorithm,artificial intelligence,c programming language,computer programming,computer science,data structure,debugging,file management,game design,go programming language,graph theory,integrated development environment,integration testing,object oriented programming oop,oop,programming principle,qa testing,software design pattern,unit testing",0,0,Intermediate ? Specialization ? 3 - 6 Months
319,Electrical Power Distribution,L&T EduTech,"automation engineering,construction,control system,electric power system,electrical equipment,electrical power,electrical safety,electrical substation,electrical system,high voltage,low voltage,network protocol,programmable logic controller,threephase",0,0,Beginner ? Course ? 1 - 3 Months
320,Microsoft Full-Stack Developer,Microsoft,"application deployment,aspnet,authentication,c programming language,cicd,debugging,fullstack web development,git version control system,github,graph theory,html cs,load balancing,microsoft copilot,net framework,object oriented programming oop,rolebased access control rbac,scalability,sql,web development",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
321,Version Control,Meta,"collaborative software,commandline interface,file management,git version control system,github,linux,linux command,software development,software development tool,software versioning,unix command,version control,web development",0,0,Beginner ? Course ? 1 - 4 Weeks
322,Introduction to Big Data,University of California San Diego,"apache hadoop,big data,data analysis,data processing,data science,data storage,distributed computing,real time data,scalability,unstructured data",0,0,Mixed ? Course ? 1 - 3 Months
323,Introduction to Self-Driving Cars,University of Toronto,"automation,computer hardware,control system,embedded software,engineering analysis,hardware architecture,mathematical modeling,mechanic,risk management framework,safety assurance,simulation,software architecture,system architecture,verification validation",0,0,Advanced ? Course ? 1 - 3 Months
324,Marketing Digital,Universidade de S? Paulo,"ab testing,advertising campaign,campaign management,digital advertising,email marketing,facebook,google ad,google analytics,marketing,marketing analytics,online advertising,pay per click advertising,performance measurement,return investment,search engine marketing,search engine optimization,web analytics",0,0,Beginner ? Course ? 1 - 3 Months
325,Introduction to Self-Driving Cars,University of Toronto,"automation,computer hardware,control system,embedded software,engineering analysis,hardware architecture,mathematical modeling,mechanic,risk management framework,safety assurance,simulation,software architecture,system architecture,verification validation",0,0,Advanced ? Course ? 1 - 3 Months
326,MBSE: Model-Based Systems Engineering ,University at Buffalo,"enterprise architecture,industrial engineering,internet thing,manufacturing process,model based system engineering,process analysis,product lifecycle management,system engineering,verification validation",0,0,Beginner ? Course ? 1 - 4 Weeks
327,Internet of Things and AI Cloud,University of California San Diego,"amazon web service,android studio,application development,cloud computing,cloud computing architecture,cloud infrastructure,computer vision,design patterns,digital communication,git version control system,github,integrated development environment,internet thing,mobile development,session initiation protocol,software design document,system design implementation,telecommunication,version control,wireless network",0,0,Intermediate ? Specialization ? 3 - 6 Months
328,Start Writing Prompts like a Pro,Google,prompt engineering,0,0,Beginner ? Course ? 1 - 4 Weeks
329,Introduction to Genomic Technologies,Johns Hopkins University,"algorithm,big data,bioinformatics,biology,computational thinking,computer science,data analysis,data science,molecular biology,programming principle,software engineering,statistic,statistical analysis",0,0,Mixed ? Course ? 1 - 4 Weeks
330,Microsoft IT Support Specialist,Microsoft,"application security,business software,cloud computing,collaborative software,computer hardware,cybersecurity,desktop support,generative ai,hardware architecture,hardware troubleshooting,microsoft 365,microsoft team,network protocol,network security,network troubleshooting,operating system,system support,tcpip,technical support,virtual private network vpn",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
331,Machine Learning Foundations: A Case Study Approach,University of Washington,"application development,applied machine learning,artificial intelligence,artificial intelligence machine learning aiml,classification regression tree cart,computer vision,data mining,deep learning,feature engineering,image analysis,information architecture,machine learning,nlp,predictive modeling,python,regression analysis,supervised learning,text mining",0,0,Mixed ? Course ? 1 - 3 Months
332,Generative AI for Educators & Teachers,Vanderbilt University,"ai personalization,artificial intelligence,brainstorming,chatgpt,creative problemsolving,data analysis,data capture,data synthesis,data validation,game design,generative ai,ideation,image analysis,innovation,lesson planning,openai,organizational skill,prompt engineering,risk management framework,verification validation",0,0,Beginner ? Specialization ? 1 - 3 Months
333,Applied Machine Learning in Python,University of Michigan,"applied machine learning,decision tree learning,dimensionality reduction,feature engineering,machine learning,predictive modeling,python,random forest algorithm,scikit learn machine learning library,supervised learning,unsupervised learning",0,0,Intermediate ? Course ? 1 - 4 Weeks
334,Microsoft Cloud Support Associate,Microsoft,"azure active directory,business software,cloud computing,cloud management,computer hardware,cybersecurity,desktop support,disaster recovery,hardware architecture,hardware troubleshooting,identity access management,microsoft 365,microsoft azure,network protocol,network security,network troubleshooting,system monitoring,technical support,virtual machine,virtual private network vpn",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
335,Core Java,LearnQuest,"computer programming,data structure,debugging,design patterns,development environment,eclipse software,file management,integrated development environment,java,java platform enterprise edition j2ee,object oriented programming oop,oop,package software management,program development,programming principle,software installation,spring,virtual machine,web development",0,0,Intermediate ? Specialization ? 3 - 6 Months
336,Dino 101: Dinosaur Paleobiology,University of Alberta,"biology,environment,life science,physical science,research,scientific method,taxonomy,timeline",0,0,Beginner ? Course ? 1 - 3 Months
337,Organizational Change and Culture for Adopting Google Cloud,Google Cloud,"application programming interface api,business transformation,change management,cicd,cloud computing,cloud infrastructure,culture transformation,data strategy,digital transformation,google cloud platform,hybrid cloud computing,innovation,management training development,organizational change,people management,safety culture,serverless computing,service level,site reliability engineering,technology strategy",0,0,Beginner ? Specialization ? 3 - 6 Months
338,Generative AI for Software Development,DeepLearning.AI,"api design,artificial intelligence,chatgpt,code review,collaborative software,database design,database system,dependency analysis,generative ai,large language modeling,machine learning,prompt engineering,qa testing,software architecture,software design pattern,software development,software documentation,software engineering,system design implementation,technical documentation",0,0,Beginner ? Professional Certificate ? 1 - 3 Months
339,Machine Learning for All,University of London,"artificial intelligence,computer vision,data analysis,data collection,data processing,feature engineering,machine learning,supervised learning",0,0,Beginner ? Course ? 1 - 4 Weeks
340,Econometrics: Methods and Applications,Erasmus University Rotterdam,"data analysis,econometrics,linear algebra,peer review,predictive analytics,probability,quantitative research,regression analysis,statistic,statistical analysis,time series analysis forecasting",0,0,Mixed ? Course ? 1 - 3 Months
341,Supply Chain Operations,Rutgers the State University of New Jersey,"continuous improvement process,inventory control,inventory management system,kanban principle,lean manufacturing,lean six sigma,operation management,operational efficiency,process improvement,production process,quality improvement,six sigma methodology,supply chain",0,0,Beginner ? Course ? 1 - 4 Weeks
342,TensorFlow: Advanced Techniques,DeepLearning.AI,"api design,applied machine learning,artificial intelligence machine learning aiml,artificial neural network,computer graphic,computer vision,deep learning,distributed computing,feature engineering,generative ai,image analysis,kera neural network library,machine learning method,network architecture,network model,object oriented programming oop,performance tuning,tensorflow,unsupervised learning,visualization computer graphic",0,0,Intermediate ? Specialization ? 3 - 6 Months
343,Project Management,University of Colorado Boulder,"agile methodology,agile project management,engineering management,leadership,milestone project management,procurement,project closure,project management,project schedule,project scoping,quality management,risk management,scheduling,scrum software development,stakeholder communication,stakeholder management,supplier management,team management,user story",0,0,Beginner ? Specialization ? 1 - 3 Months
344,Introduction to CSS3,University of Michigan,"browser compatibility,cascading style sheet cs,debugging,html cs,hypertext markup language html,javascript,responsive web design,usability,web content accessibility guideline,web design,web development",0,0,Beginner ? Course ? 1 - 3 Months
345,Meta Android UI Development,Meta,"android development,android jetpack,android operating system,android studio,application development,cross platform development,development environment,gradle,integrated development environment,kotlin,mobile development,object oriented programming oop,programming principle,prototyping,responsive web design,test driven development tdd,unit testing,user interface ui,user interface ui design,wireframing",0,0,Beginner ? Specialization ? 3 - 6 Months
346,Google SEO Fundamentals,"University of California, Davis","artificial intelligence,content performance analysis,content strategy,content writing,information architecture,keyword research,marketing,search engine optimization,social medium,ux design,web analytics seo",0,0,Intermediate ? Course ? 1 - 4 Weeks
347,Exploratory Data Analysis for Machine Learning,IBM,"artificial intelligence,data access,data analysis,data cleansing,data manipulation,data quality,data science,data transformation,exploratory data analysis,feature engineering,jupyter,machine learning,panda python package,probability statistic,statistical analysis,statistical hypothesis testing,statistical inference",0,0,Intermediate ? Course ? 1 - 3 Months
348,The Arduino Platform and C Programming,"University of California, Irvine","c programming language,computer hardware,computer programming,computer programming tool,debugging,development environment,digital communication,electronic component,electronic hardware,embedded software,embedded system,integrated development environment",0,0,Mixed ? Course ? 1 - 4 Weeks
349,Exploratory Data Analysis for Machine Learning,IBM,"artificial intelligence,data access,data analysis,data cleansing,data manipulation,data quality,data science,data transformation,exploratory data analysis,feature engineering,jupyter,machine learning,panda python package,probability statistic,statistical analysis,statistical hypothesis testing,statistical inference",0,0,Intermediate ? Course ? 1 - 3 Months
350,Certified in Cybersecurity,ISC2,"authorization computing,business continuity,computer security awareness training,computer security incident management,configuration management,cyber attack,cybersecurity,data security,disaster recovery,encryption,event monitoring,governance,incident response,information assurance,infrastructure security,network security,risk management framework,rolebased access control rbac,security control,security management",0,0,Beginner ? Specialization ? 3 - 6 Months
351,Introduction to Cyber Security,New York University,"authentication,computer security,cryptography,cyber attack,cyber risk,cyber security policy,cyber security strategy,cybersecurity,data encryption standard,distributed denialofservice ddos attack,enterprise security,firewall,infrastructure security,mobile security,network architecture,network security,public key infrastructure,security control,security engineering,threat modeling",0,0,Beginner ? Specialization ? 3 - 6 Months
352,Solar Energy Basics,The State University of New York,"basic electrical system,building code,cost estimation,electric power system,electrical power,electrical system,electronic component,emerging technology,energy utility,engineering calculation,environment resource management",0,0,Beginner ? Course ? 1 - 3 Months
353,Computational Thinking for Problem Solving,University of Pennsylvania,"algorithm,analytical skills,computational thinking,computer hardware,computer programming,data structure,debugging,problem solving,pseudocode,python",0,0,Beginner ? Course ? 1 - 4 Weeks
354,AI Product Management,Duke University,"applied machine learning,artificial intelligence machine learning aiml,classification regression tree cart,data ethic,data management,data quality,data science,deep learning,human centered design,human computer interaction,human factor,machine learning,mlops machine learning operation,product design,product management,project management,regression analysis,technical management,unsupervised learning,ux design",0,0,Beginner ? Specialization ? 3 - 6 Months
355,From the Big Bang to Dark Energy,The University of Tokyo,"chemistry,general science research,physic,physical science,scientific method,system measurement",0,0,Beginner ? Course ? 1 - 4 Weeks
356,Django for Everybody,University of Michigan,"ajax,application deployment,application development,application framework,application security,cascading style sheet cs,data modeling,database,database design,django web framework,html cs,javascript,jquery,json,model view controller,object oriented programming oop,objectrelational mapping,sql,web application,web development",0,0,Intermediate ? Specialization ? 3 - 6 Months
357,Introduction to Scripting in Python,Rice University,"computer programming,data analysis,data importexport,data integration,data manipulation,data mapping,data processing,data storage,data structure,data visualization,data visualization software,development environment,file management,package software management,plot graphic,program development,programming principle,python,scripting,software installation",0,0,Beginner ? Specialization ? 3 - 6 Months
358,Introduction to Large Language Models,Google Cloud,"artificial intelligence machine learning aiml,generative ai,google cloud platform,large language modeling,prompt engineering",0,0,Beginner ? Course ? 1 - 4 Weeks
359,Object Oriented Programming in Java,University of California San Diego,"algorithm,computer programming,data structure,debugging,eventdriven programming,interactive data visualization,java,object oriented programming oop,software documentation,software engineering,user interface ui",0,0,Intermediate ? Course ? 1 - 3 Months
360,Introduction to Software Product Management,University of Alberta,"agile methodology,agile software development,process development,product management,project management,requirement analysis,requirement management,software development,software engineering",0,0,Mixed ? Course ? 1 - 4 Weeks
361,Introduction to Software Product Management,University of Alberta,"agile methodology,agile software development,process development,product management,project management,requirement analysis,requirement management,software development,software engineering",0,0,Mixed ? Course ? 1 - 4 Weeks
362,Circular Economy - Sustainable Materials Management,Lund University,"business analysis,business strategy,consumer behaviour,environment resource management,environmental policy,environmental science,industrial design,innovation,material management,policy analysis,stakeholder engagement,supply chain management,system thinking",0,0,Beginner ? Course ? 1 - 3 Months
363,Innovation Management,Erasmus University Rotterdam,"brainstorming,business strategy,creativity,design thinking,diversity inclusion,innovation,lean methodology,organizational leadership,process development,product development,product lifecycle management,team management",0,0,Beginner ? Course ? 1 - 3 Months
364,Real-Time Embedded Systems Concepts and Practices,University of Colorado Boulder,"c programming language,embedded system,hardware architecture,linux,o process management,performance tuning,realtime operating system,software system,system design implementation,system programming",0,0,Intermediate ? Course ? 1 - 4 Weeks
365,Kotlin for Java Developers,JetBrains,"android development,intellij idea,interoperability,java,kotlin,object oriented programming oop,unit testing",0,0,Intermediate ? Course ? 1 - 3 Months
366, FPGA computing systems: Background knowledge and introductory materials,Politecnico di Milano,"application specific integrated circuit,cloud infrastructure,computer architecture,computer hardware,distributed computing,embedded system,hardware architecture,system design,system design implementation",0,0,Beginner ? Course ? 1 - 3 Months
367,"Operating Systems: Overview, Administration, and Security",IBM,"cloud computing,cloud security,commandline interface,containerization,docker software,file system,firewall,linux,linux server,mac o,microsoft window,operating system,security control,system administration,user account,virtualization,virtualization virtual machine,window server",0,0,Beginner ? Course ? 1 - 3 Months
368,Object-Oriented Data Structures in C++,University of Illinois Urbana-Champaign,"c programming language,computer programming,data structure,debugging,development environment,engineering software,object oriented programming oop,oop,program development,software engineering",0,0,Intermediate ? Course ? 1 - 4 Weeks
369,Accelerate Your Job Search with AI,Google,"applicant tracking system,communication,generative ai,interviewing skill,personal attribute,problem solving,professional development,prompt engineering",0,0,Beginner ? Course ? 1 - 4 Weeks
370, Intro to Siemens NX: Engineering Essentials and Part Design,Siemens,"3d modeling,computeraided design,drafting engineering design,engineering drawing,manufacturing process,mechanical design,prototyping,simulation simulation software",0,0,Beginner ? Course ? 1 - 4 Weeks
371,Renewable Energy and Green Building Entrepreneurship,Duke University,"action oriented,business modeling,business planning,business strategy,corporate sustainability,entrepreneurial finance,entrepreneurship,environment resource management,environmental issue,innovation,market analysis,new business development,sales,stakeholder engagement,team building",0,0,Beginner ? Course ? 1 - 3 Months
372,Maximize Productivity With AI Tools,Google,"business workflow analysis,complex problem solving,generative ai,operational efficiency,process optimization,productivity software,prompt engineering",0,0,Beginner ? Course ? 1 - 4 Weeks
373,Raspberry Pi Projects,Johns Hopkins University,"3d modeling,computeraided design,data processing,data science,digital communication,electrical engineering,electronic component,electronic hardware,electronics,embedded software,hardware design,linux,mechanical design,remote access system,restful api,schematic diagram,simulation simulation software,technical design,telecommunication,web application",0,0,Beginner ? Specialization ? 3 - 6 Months
374,3D Printing and Additive Manufacturing,University of Illinois Urbana-Champaign,"3d modeling,augmented virtual reality arvr,computer graphic,computer hardware,control system,design software,design thinking,digital design,emerging technology,graphical tool,hardware design,hardware troubleshooting,innovation,intellectual property,manufacturing process,manufacturing production,mechanical design,prototyping,technical design,visualization computer graphic",0,0,Beginner ? Specialization ? 3 - 6 Months
375,Medical Image Processing,MathWorks,"computer vision,data importexport,deep learning,image analysis,magnetic resonance imaging,matlab,medical imaging,radiography,visualization computer graphic,xray computed tomography",0,0,Beginner ? Course ? 1 - 4 Weeks
