id_no,title,organization,skills,ratings,review_counts,metadata
276,Introduction to Embedded Systems Software and Development Environments,University of Colorado Boulder," Software Configuration Management, Embedded Software, Embedded Systems, Git (Version Control System), Version Control, Build Tools, Software Development Tools, C (Programming Language), Development Environment, Software Design, Hardware Architecture, Debugging, Command-Line Interface",0,0,Intermediate ? Course ? 1 - 4 Weeks
277,Introduction to Embedded Systems Software and Development Environments,University of Colorado Boulder," Software Configuration Management, Embedded Software, Embedded Systems, Git (Version Control System), Version Control, Build Tools, Software Development Tools, C (Programming Language), Development Environment, Software Design, Hardware Architecture, Debugging, Command-Line Interface",0,0,Intermediate ? Course ? 1 - 4 Weeks
278,Dynamic Public Speaking,University of Washington," Public Speaking, Persuasive Communication, Presentations, Verbal Communication Skills, Microsoft PowerPoint, Oral Expression, Communication, Storytelling, Motivational Skills, Constructive Feedback, Performing Arts, Concision, Drive Engagement, Communication Strategies, Target Audience, Writing, Non-Verbal Communication, Problem Solving, Composure, Instructional Design",0,0,Beginner ? Specialization ? 3 - 6 Months
279,IBM Systems Analyst,IBM," Data Storytelling, Test Planning, Business Analysis, Business Process Modeling, Process Optimization, Data Visualization, Requirements Management, Business Requirements, Systems Design, Stakeholder Management, Behavior-Driven Development, Process Analysis, Data Modeling, Stakeholder Engagement, Systems Analysis, Information Technology, Business Systems Analysis, Computer Hardware, Agile Methodology, Database Management",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
280,Using Databases with Python,University of Michigan," Relational Databases, Database Design, SQL, Web Scraping, Data Modeling, Database Systems, Database Management, Data Visualization Software, Object Oriented Programming (OOP), Data Processing, Python Programming, Application Programming Interface (API)",0,0,Beginner ? Course ? 1 - 3 Months
281,Entrepreneurship,University of Pennsylvania," Growth Strategies, Key Performance Indicators (KPIs), Entrepreneurial Finance, Entrepreneurship, Digital Marketing, Business Valuation, Sales Presentation, Market Opportunities, Proposal Development, Customer Acquisition Management, Peer Review, Branding, Lean Methodologies, Business Metrics, Marketing Strategies, Financial Analysis, Product Development, Due Diligence, Presentations, Finance",0,0,Beginner ? Specialization ? 3 - 6 Months
282,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",DeepLearning.AI," Tensorflow, Computer Vision, Image Analysis, Keras (Neural Network Library), Deep Learning, Artificial Neural Networks, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning",0,0,Intermediate ? Course ? 1 - 4 Weeks
283,The Strategy of Content Marketing,"University of California, Davis"," Content Marketing, Content Performance Analysis, Content Strategy, Marketing Strategies, Content Creation, Strategic Marketing, Social Media Strategy, Marketing, Multimedia, Copywriting, Branding, Target Audience, Persona Development, Business Ethics, Writing",0,0,Intermediate ? Course ? 1 - 3 Months
284,IBM Project Manager,IBM," User Story, Stakeholder Engagement, Project Management Life Cycle, Resource Management, Risk Management, Peer Review, Agile Software Development, Earned Value Management, Stakeholder Management, Agile Methodology, Project Risk Management, Kanban Principles, Team Motivation, Backlogs, Project Management, IT Management, Interviewing Skills, Professional Networking, Leadership, Communication",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
285,Management of Fashion and Luxury Companies,Universit? Bocconi," Retail Store Operations, Brand Management, Digital Media Strategy, Global Marketing, Financial Reporting, Communication Strategies, Business Strategy, New Business Development, E-Commerce, Consumer Behaviour, Market Trend, Product Development",0,0,Mixed ? Course ? 1 - 3 Months
286,Excel Basics for Data Analysis,IBM," Excel Formulas, Microsoft Excel, Data Cleansing, Data Analysis, Data Import/Export, Spreadsheet Software, Data Wrangling, Data Quality, Pivot Tables And Charts, Google Sheets, Data Manipulation, Data Science, Data Visualization Software, Information Privacy",0,0,Beginner ? Course ? 1 - 3 Months
287,English for Common Interactions in the Workplace: Basic Level,Pontificia Universidad Cat?lica de Chile," Telephone Skills, Literacy, English Language, Greeting Customers, Vocabulary, Verbal Communication Skills, Business Correspondence, Business Communication, Grammar, Scheduling",0,0,Mixed ? Course ? 1 - 3 Months
288,Introduction to Industrial Bioprocess Development,Technical University of Denmark (DTU)," Process Engineering, Chemical and Biomedical Engineering, Chemical Engineering, Sterilization, Microbiology, Process Control, Good Manufacturing Practices, Production Process, Biochemistry, Pharmaceuticals, Scalability, Manufacturing Processes, Process Development, Laboratory Testing, Engineering Calculations",0,0,Beginner ? Course ? 1 - 3 Months
289,Introduction to Basic Game Development using Scratch,Atlassian," Jira (Software), Agile Methodology, Scrum (Software Development), Kanban Principles, Agile Project Management, Lean Methodologies, Backlogs, Sprint Planning, Sprint Retrospectives, User Story, Workflow Management, Project Management, Product Requirements, Query Languages, Software Versioning, Continuous Improvement Process",0,0,Beginner ? Course ? 1 - 4 Weeks
290,Agile with Atlassian Jira,Coursera Project Network," Event-Driven Programming, Debugging, Programming Principles, Algorithms, Video Game Development, Computer Programming Tools, Game Design, Computer Programming, Program Development, Animation and Game Design, Interactive Design, Integrated Development Environments, Computer Science",0,0,Beginner ? Guided Project ? Less Than 2 Hours
291,Bookkeeping Basics,Intuit," Bookkeeping, QuickBooks (Accounting Software), Financial Statements, Accounting Software, Ledgers (Accounting), Accounting, Accounting Records, Balance Sheet, Income Statement, General Ledger, Ethical Standards And Conduct, Cash Flows",0,0,Beginner ? Course ? 1 - 4 Weeks
292,Foundations of Management,Johns Hopkins University," Rmarkdown, Version Control, Data Science, Git (Version Control System), GitHub, Data Analysis, R Programming, Statistical Programming, Development Environment, Integrated Development Environments, Software Installation",0,0,Mixed ? Course ? 1 - 4 Weeks
293,The Data Scientist?? Toolbox,IESE Business School," Financial Statement Analysis, Financial Statements, Marketing Strategies, Strategic Marketing, Marketing, Accounting, Organizational Leadership, Brand Management, Income Statement, Cash Flows, Brand Marketing, Balance Sheet, People Management, Operational Analysis, Team Management, Working Capital, Financial Analysis, Business Analysis, Leadership, Finance",0,0,Beginner ? Specialization ? 3 - 6 Months
294,Real Estate Development: Building Value in Your Community,University of Michigan," Financial Modeling, Community Development, Real Estate, Feasibility Studies, Financial Analysis, Risk Management, Return On Investment, Commercial Real Estate, Community Outreach, Project Finance, Due Diligence, Property Management, Project Risk Management, Project Design, Project Management, Capital Markets, Cash Flows, Market Research",0,0,Beginner ? Course ? 1 - 3 Months
295,API Integration - End to End Web Development,Meta," Jest (JavaScript Testing Framework), React.js, Web Development Tools, Web Applications, Event-Driven Programming, JavaScript Frameworks, Application Development, API Design, UI Components, Unit Testing, TypeScript, Front-End Web Development, HTML and CSS, Javascript, Integration Testing",0,0,Intermediate ? Specialization ? 1 - 3 Months
296,Meta React,Board Infinity," Application Programming Interface (API), API Design, GraphQL, Restful API, Postman API Platform, OAuth, Software Documentation, Authentications, Real Time Data, Secure Coding, JSON, Debugging, Performance Tuning, Authorization (Computing), Version Control",0,0,Intermediate ? Course ? 1 - 4 Weeks
297,Agile Development,University of Virginia," Usability Testing, Agile Product Development, Continuous Delivery, Agile Software Development, User Story, Agile Methodology, Product Testing, Agile Project Management, Team Performance Management, Team Management, Design Thinking, Team Building, Team Leadership, Product Improvement, DevOps, Customer Analysis, Analytics, Product Management, Product Development, Persona (User Experience)",0,0,Beginner ? Specialization ? 3 - 6 Months
298,Business Analysis & Process Management,Coursera Project Network," Process Analysis, Business Process, Business Analysis, Process Mapping, Workflow Management, Process Management, Process Flow Diagrams, Business Process Modeling, Stakeholder Management",0,0,Beginner ? Guided Project ? Less Than 2 Hours
299,R Programming,"University of California, Santa Cruz"," Go (Programming Language), Debugging, C (Programming Language), Data Structures, C++ (Programming Language), Object Oriented Design, Object Oriented Programming (OOP), Programming Principles, Computer Programming, Unit Testing, Command-Line Interface, Integrated Development Environments, Computer Science, Software Testing, Algorithms, Program Development, Computational Thinking, File Management, Integration Testing, File Systems",0,0,Intermediate ? Specialization ? 3 - 6 Months
300,C and Go: Classical and Modern Programming,Johns Hopkins University," Statistical Analysis, R Programming, Statistical Programming, Data Analysis, Debugging, Simulations, Computer Programming Tools, Program Development, Data Structures, Performance Tuning, Data Import/Export",0,0,Intermediate ? Course ? 1 - 4 Weeks
301,Creative Thinking: Techniques and Tools for Success,"University of California, Davis"," Data Storytelling, Dashboard, Data Visualization, Key Performance Indicators (KPIs), Tableau Software, Data Visualization Software, Data Presentation, Data Mapping, Interactive Data Visualization, Proposal Development, Exploratory Data Analysis, Graphing, Histogram, Scatter Plots, Tree Maps, Data-Driven Decision-Making, Statistical Visualization, Data Cleansing, Visualization (Computer Graphics), Storyboarding",0,0,Beginner ? Specialization ? 3 - 6 Months
302,Software Product Management,University of Alberta," Requirements Analysis, Agile Software Development, Agile Methodology, Kanban Principles, Project Planning, Requirements Elicitation, Sprint Retrospectives, Requirements Management, Functional Requirement, Business Requirements, Sprint Planning, Software Development Methodologies, Software Development Life Cycle, Scrum (Software Development), Product Requirements, Software Technical Review, Backlogs, Risk Management Framework, Product Management, Project Management",0,0,Beginner ? Specialization ? 3 - 6 Months
303,Data Visualization with Tableau,Imperial College London," Creative Thinking, Brainstorming, Creative Problem-Solving, Ideation, Creativity, Curiosity, Problem Solving, Collaboration",0,0,Beginner ? Course ? 1 - 3 Months
304,Data Science Methodology,IBM," Jupyter, Peer Review, Data Modeling, Data Science, Data Cleansing, Business Analysis, Data Mining, Predictive Modeling, Data Quality, Data Storytelling, Data Analysis, Analytical Skills, User Feedback, Decision Tree Learning, Stakeholder Engagement",0,0,Beginner ? Course ? 1 - 4 Weeks
305,Introduction to Programming with MATLAB,Vanderbilt University," Matlab, Computer Programming, Programming Principles, UI Components, Software Design, Debugging, Mathematical Software, Development Environment, Computer Science, File Management, Algorithms, Data Import/Export, Data Structures, Engineering Calculations, Plot (Graphics), Problem Solving, Data Management",0,0,Beginner ? Course ? 1 - 3 Months
306,Introduction to HTML5,University of Pennsylvania," Influencing, Active Listening, Negotiation, Communication, Communication Strategies, Persuasive Communication, Verbal Communication Skills, Contract Negotiation, Trustworthiness, Interpersonal Communications, Business Communication, Relationship Building, Rapport Building, Professional Networking, Conflict Management, Leadership, Growth Mindedness, Personal Development, Optimism, Self-Awareness",0,0,Beginner ? Specialization ? 3 - 6 Months
307,Understanding the Brain: The Neurobiology of Everyday Life,The University of Chicago," Neurology, Psychology, Kinesiology, Anatomy, Behavioral Health, Human Learning, Human Development, Blood Pressure, Mental and Behavioral Health, Mental Health Diseases and Disorders, Respiration, Vital Signs, Biology, Speech Language Pathology",0,0,Beginner ? Course ? 1 - 3 Months
308,Machine Learning,University of Washington," Regression Analysis, Applied Machine Learning, Feature Engineering, Machine Learning, Image Analysis, Unsupervised Learning, Artificial Intelligence and Machine Learning (AI/ML), Predictive Modeling, Classification And Regression Tree (CART), Supervised Learning, Bayesian Statistics, Statistical Modeling, Artificial Intelligence, Deep Learning, Data Mining, Computer Vision, Statistical Machine Learning, Predictive Analytics, Text Mining, Machine Learning Algorithms",0,0,Intermediate ? Specialization ? 3 - 6 Months
309,Achieving Personal and Professional Success,University of Michigan," Hypertext Markup Language (HTML), Web Design, Web Content Accessibility Guidelines, Web Design and Development, Usability, Semantic Web, Cascading Style Sheets (CSS), Cloud Hosting, Web Servers, Data Validation, File Transfer Protocol (FTP)",0,0,Beginner ? Course ? 1 - 4 Weeks
310,Global Diplomacy ??Diplomacy in the Modern World,University of London," Diplomacy, International Relations, World History, Political Sciences, Policy Analysis, Public Affairs, Mediation, Interpersonal Communications",0,0,Mixed ? Course ? 1 - 3 Months
311,Habilidades Gerenciales,Universidad Nacional Aut?noma de M?xico," Supervision, Organizational Skills, Creative Thinking, Organizational Strategy, Leadership and Management, Critical Thinking and Problem Solving, Delegation Skills, Strategic Planning, Cognitive flexibility, Creative Problem-Solving, Leadership Development, Team Leadership, Brainstorming, Leadership, Emotional Intelligence, Problem Solving, Time Management, People Management, Business Planning, Coaching",0,0,Beginner ? Specialization ? 3 - 6 Months
312,Cosmetic Product Development,Olay," Product Development, Packaging and Labeling, Prototyping, New Product Development, Product Design, Feasibility Studies, Product Lifecycle Management, Customer Analysis, Production Process, Commercialization, Product Testing, Manufacturing Processes, Consumer Behaviour, Market Research, Innovation, Quality Control, Regulatory Compliance, Market Trend",0,0,Beginner ? Course ? 1 - 4 Weeks
313,Python Basics,University of Michigan," Debugging, Programming Principles, Python Programming, Data Structures, Scripting Languages, Computer Programming, Development Environment, Computer Graphics",0,0,Beginner ? Course ? 1 - 4 Weeks
314,Medical Neuroscience,Duke University," Neurology, Anatomy, Medical Science and Research, Psychology, Pathology, Molecular Biology, Biology, Pharmacology",0,0,Advanced ? Course ? 3 - 6 Months
315,HRCI Human Resource Associate,HRCI," Talent Acquisition, Training and Development, Compensation and Benefits, Training Programs, Recruitment, Employee Training, Full Cycle Recruitment, Job Analysis, Employee Performance Management, Compensation Management, Performance Appraisal, Job Evaluation, Developing Training Materials, Compensation Strategy, Performance Management, Human Resource Policies, Employee Relations, Occupational Safety And Health, Business Continuity Planning, Risk Management",0,0,Beginner ? Professional Certificate ? 3 - 6 Months
316,Entrepreneurship: Growing Your Business,University of Virginia," Financial Statements, Financial Accounting, Balance Sheet, Financial Reporting, Financial Statement Analysis, Design Thinking, Accounting, Innovation, Process Design, Business Modeling, Entrepreneurship, Philanthropy, Courage, Leadership Development, Strategic Leadership, Corporate Sustainability, Stakeholder Engagement, Professional Development, Finance, HR Tech",0,0,Beginner ? Specialization ? 3 - 6 Months
317,Introduction to Psychology,University of Toronto," Psychology, Mental Health Diseases and Disorders, Human Development, Psychotherapy, Behavior Management, Social Sciences, Scientific Methods, Creativity, Experimentation, Cultural Diversity, Research, Ethical Standards And Conduct",0,0,Mixed ? Course ? 1 - 3 Months
318,Conduct UX Research and Test Early Concepts,Google," UI/UX Research, Usability Testing, Presentations, User Experience Design, User Research, Mobile Development, Data Ethics, Research Design, Prototyping, Technical Communication, Information Privacy",0,0,Beginner ? Course ? 1 - 4 Weeks
319,Build a Professional Resume using Canva,Coursera Project Network," Applicant Tracking Systems, Professional Development, Graphic Design, Keyword Research, Personal Development, Detail Oriented",0,0,Beginner ? Guided Project ? Less Than 2 Hours
320,"Assets, Threats, and Vulnerabilities",Google," Threat Modeling, Threat Management, Vulnerability Management, Cyber Threat Intelligence, Cybersecurity, Cyber Attacks, Vulnerability Assessments, Threat Detection, MITRE ATT&CK Framework, Data Security, Cyber Risk, NIST 800-53, Authorization (Computing), Malware Protection, Authentications, Security Strategy, Security Controls, Risk Management Framework, Identity and Access Management, Cryptography",0,0,Beginner ? Course ? 1 - 4 Weeks
321,AI For Business,University of Pennsylvania," AI Personalization, Generative AI, Data Ethics, HR Tech, Data Governance, Big Data, Machine Learning, Personally Identifiable Information, Data Security, Governance, Business Strategy, Human Resources, Organizational Strategy, Customer Data Management, Credit Risk, Business Transformation, Artificial Intelligence, Risk Management, Data-Driven Decision-Making, Analytics",0,0,Beginner ? Specialization ? 3 - 6 Months
322,PHP Development with ChatGPT: Practical Web Development,Coursera Project Network," Prompt Engineering, PHP (Scripting Language), Web Applications, Data Management, Generative AI, Web Development, ChatGPT, Application Development, Application Security, Microsoft Visual Studio, Cascading Style Sheets (CSS), Hypertext Markup Language (HTML), Debugging, SQL, User Interface (UI) Design",0,0,Intermediate ? Guided Project ? Less Than 2 Hours
323,Algorithmic Toolbox,University of California San Diego," Algorithms, Program Development, Debugging, Development Testing, Test Engineering, Software Testing, Computational Thinking, Test Case, Computer Programming, Programming Principles, Data Structures, Theoretical Computer Science, Bioinformatics, Design Strategies",0,0,Intermediate ? Course ? 1 - 3 Months
324,Finding Purpose and Meaning In Life: Living for What Matters Most,University of Michigan," Goal Setting, Self-Awareness, Stress Management, Personal Development, Lifelong Learning, Mindfulness, Positive Behavior Support, Liberal Arts, Decision Making",0,0,Beginner ? Course ? 1 - 4 Weeks
325,Finding Purpose and Meaning In Life: Living for What Matters Most,University of Michigan," Goal Setting, Self-Awareness, Stress Management, Personal Development, Lifelong Learning, Mindfulness, Positive Behavior Support, Liberal Arts, Decision Making",0,0,Beginner ? Course ? 1 - 4 Weeks
326,Marketing Analytics,University of Virginia," Marketing Analytics, Marketing Effectiveness, Marketing, Marketing Strategies, Regression Analysis, Data-Driven Decision-Making, Strategic Marketing, Brand Management, Resource Allocation, Customer Insights, Predictive Analytics, Advertising Campaigns, Statistical Analysis, A/B Testing, Consumer Behaviour, Return On Investment",0,0,Beginner ? Course ? 1 - 3 Months
327,Developing Back-End Apps with Node.js and Express,IBM," Node.JS, Server Side, Restful API, Back-End Web Development, JavaScript Frameworks, Cloud Applications, Web Applications, Web Development, Application Programming Interface (API), Web Servers, Javascript, Authentications, Package and Software Management, JSON, Middleware, Computer Science",0,0,Intermediate ? Course ? 1 - 4 Weeks
328,Big Data,University of California San Diego," Apache Spark, Apache Hadoop, Data Integration, Exploratory Data Analysis, Big Data, Graph Theory, Data Pipelines, Database Design, Data Modeling, Regression Analysis, Data Mining, Data Management, Applied Machine Learning, Data Presentation, Scalability, Data Processing, Statistical Analysis, NoSQL, Database Management Systems, MongoDB",0,0,Beginner ? Specialization ? 3 - 6 Months
329,"Capstone: Retrieving, Processing, and Visualizing Data with Python",University of Michigan," Data Processing, Data Visualization, Data Collection, Data Visualization Software, Data Manipulation, Python Programming, Exploratory Data Analysis, Algorithms, Data Analysis, Web Scraping, Unstructured Data",0,0,Beginner ? Course ? 1 - 3 Months
330,AWS Cloud Technical Essentials,Amazon Web Services," AWS Identity and Access Management (IAM), Amazon CloudWatch, Amazon DynamoDB, Amazon Web Services, Cloud Computing, Amazon S3, Scalability, Amazon Elastic Compute Cloud, Cloud Security, Serverless Computing, Cloud Storage, Databases, Virtual Private Networks (VPN), Load Balancing, General Networking, Containerization",0,0,Beginner ? Course ? 1 - 4 Weeks
331,IBM Machine Learning,IBM," Exploratory Data Analysis, Feature Engineering, Unsupervised Learning, Supervised Learning, Generative AI, Regression Analysis, Dimensionality Reduction, Reinforcement Learning, Deep Learning, Data Analysis, Applied Machine Learning, Statistical Inference, Predictive Modeling, Statistical Hypothesis Testing, Data Processing, Statistical Analysis, Machine Learning Algorithms, Machine Learning, Data Science, Python Programming",0,0,Intermediate ? Professional Certificate ? 3 - 6 Months
332,Photography Basics and Beyond: From Smartphone to DSLR,Michigan State University," Design Elements And Principles, Photography, Photo Editing, Peer Review, Graphic and Visual Design, Post-Production, Photo/Video Production and Technology, Color Theory, Digital Design, File Management, Adobe Creative Cloud, Creativity, Social Media, Storytelling, Content Creation, Copywriting, Information Privacy, Writing, Web Design and Development",0,0,Beginner ? Specialization ? 3 - 6 Months
333,Digital Manufacturing & Design Technology,University at Buffalo," Model Based Systems Engineering, Systems Engineering, Product Lifecycle Management, Intrusion Detection and Prevention, Security Controls, Performance Measurement, Control Systems, Continuous Monitoring, Anomaly Detection, Machine Controls, Incident Response, Digital Transformation, Vulnerability Assessments, Cybersecurity, Manufacturing Processes, Data Sharing, Manufacturing Operations, Product Design, Manufacturing and Production, Constructive Feedback",0,0,Beginner ? Specialization ? 3 - 6 Months
334,Foundations of Teaching for Learning: Curriculum,Commonwealth Education Trust," Curriculum Development, Teaching, Education and Training, Instructional and Curriculum Design, Course Development, Instructional Strategies, Pedagogy, Student-Centred Learning, Collaboration, Learning Theory, Planning",0,0,Mixed ? Course ? 1 - 3 Months
335,Managing Emotions in Times of Uncertainty & Stress,Yale University," Student Support and Services, Working With Children, School Counseling, Personal Development, Stress Management, Classroom Management, Cultural Responsiveness, Empathy, Self-Awareness, Resilience, Relationship Building",0,0,Beginner ? Course ? 1 - 3 Months
336,Executive Data Science,Johns Hopkins University," Data Quality, Exploratory Data Analysis, Employee Onboarding, Data Management, Team Motivation, Technical Communication, Data Analysis, Data Presentation, Project Management, Interviewing Skills, Data Science, Data-Driven Decision-Making, Management Training And Development, Organizational Leadership, Data Strategy, Team Management, Analytical Skills, Project Implementation, Leadership, Communication",0,0,Beginner ? Specialization ? 1 - 3 Months
337,Frontend Development,Scrimba," User Interface (UI) Design, Color Theory, User Interface (UI), Hypertext Markup Language (HTML), Web Content Accessibility Guidelines, Cascading Style Sheets (CSS), HTML and CSS, Typography, React.js, Web Development Tools, JSON, Design, Event-Driven Programming, Web Design, Javascript, Debugging, Usability, Web Development, Node.JS, Front-End Web Development",0,0,Beginner ? Specialization ? 3 - 6 Months
338,Introducci?n a la programaci?n en Python I: Aprendiendo a programar con Python,Pontificia Universidad Cat?lica de Chile," Python Programming, Data Structures, Computer Programming, Program Development, Application Development, Algorithms, File Management",0,0,Beginner ? Course ? 1 - 3 Months
339,Introduction to Early Childhood,The State University of New York," Child Development, Childhood Education and Development, Working With Children, Special Education, Teaching, Parent Communication, Cultural Diversity, Diversity Awareness, Classroom Management, Behavior Management, Curriculum Development, Policy Development, Creativity, Data Collection, Communication",0,0,Beginner ? Course ? 1 - 3 Months
340,Marketing in a Digital World,University of Illinois Urbana-Champaign," Digital Marketing, Marketing, Marketing Strategies, MarTech, Digital Content, Digital Transformation, Digital Advertising, E-Commerce, Price Negotiation, Consumer Behaviour, Product Development, Product Promotion, Innovation, Customer Engagement",0,0,Beginner ? Course ? 1 - 4 Weeks
341,Introduction to Programming with Python and Java,University of Pennsylvania," Matplotlib, Object Oriented Design, Java, Object Oriented Programming (OOP), Data Analysis, Unit Testing, Pandas (Python Package), Java Programming, Eclipse (Software), Data Visualization, Data Structures, Data Science, Data Cleansing, Debugging, Pivot Tables And Charts, Data Visualization Software, Software Testing, Programming Principles, Python Programming, Computer Programming",0,0,Beginner ? Specialization ? 3 - 6 Months
342,?xito Profesional,"University of California, Irvine"," Work Breakdown Structure, Business Writing, Critical Thinking, Cash Management, Team Leadership, Negotiation, Time Management, Interpersonal Communications, Planning, Entrepreneurship, Financial Statements, Contract Negotiation, Financial Analysis, Project Schedules, Feasibility Studies, Communication, Project Management, Business Management, Finance, Change Management",0,0,Beginner ? Specialization ? 3 - 6 Months
343,Good with Words: Writing and Editing,University of Michigan," Writing and Editing, Editing, Constructive Feedback, Concision, Writing, Organizational Skills, Proofreading, Storytelling, Productivity, Planning, Detail Oriented, Time Management, Brainstorming, Content Creation, Overcoming Obstacles, Resourcefulness, Lifelong Learning, Decision Making, Critical Thinking, Creativity",0,0,Beginner ? Specialization ? 3 - 6 Months
344,Regulatory Compliance,University of Pennsylvania," Compliance Training, Compliance Management, General Data Protection Regulation (GDPR), Regulatory Compliance, Law, Regulation, and Compliance, Compliance Reporting, Regulation and Legal Compliance, Legal Risk, Compliance Auditing, Information Privacy, Governance Risk Management and Compliance, Personally Identifiable Information, Regulatory Requirements, Internal Communications, Procedure Development, Data Security, Continuous Monitoring, Business Ethics, Risk Management, Business Strategy",0,0,Intermediate ? Specialization ? 3 - 6 Months
345,Sound the Alarm: Detection and Response,Google," Incident Response, Computer Security Incident Management, Intrusion Detection and Prevention, Event Monitoring, Threat Detection, Incident Management, Security Information and Event Management (SIEM), Cybersecurity, Cyber Threat Hunting, Continuous Monitoring, Network Security, Network Monitoring, Document Management, Network Analysis, Splunk, Technical Documentation, TCP/IP, Network Protocols",0,0,Beginner ? Course ? 1 - 4 Weeks
346,Preparing to Manage Human Resources,University of Minnesota," Human Resource Strategy, Human Resources, Human Capital, Compensation Management, Resource Management, People Management, Employee Performance Management, Industrial and Organizational Psychology, Labor Law, Employee Engagement",0,0,Mixed ? Course ? 1 - 4 Weeks
347,Automate Cybersecurity Tasks with Python,Google," Debugging, Python Programming, Cybersecurity, Cyber Security Assessment, Scripting, Programming Principles, Algorithms, Automation, Computer Programming, Integrated Development Environments, File Management, Data Structures",0,0,Beginner ? Course ? 1 - 4 Weeks
348,An Introduction to Learning Experience Design (LXD),University of Michigan," Multimedia, Learning Theory, Instructional Design, Web Content Accessibility Guidelines, Educational Materials, Learning Management Systems, Course Development, Design Thinking, Professional Development, Brainstorming, Education Software and Technology, Motivational Skills, Communication, Design, Content Creation, Student-Centred Learning, Design Strategies, Prototyping, Creative Thinking, Diversity Equity and Inclusion Initiatives",0,0,Beginner ? Specialization ? 1 - 3 Months
349,Introduction to Personal Branding,University of Virginia," Branding, Brand Strategy, Brand Management, Personal Attributes, Digital Assets, Social Media, Personally Identifiable Information, Computer Security Awareness Training, Self-Awareness, Social Media Strategy, Information Privacy, Constructive Feedback",0,0,Beginner ? Course ? 1 - 3 Months
350,Using Python to Interact with the Operating System,Google," Bash (Scripting Language), Unit Testing, Scripting, Unix Shell, Shell Script, Linux Commands, Test Driven Development (TDD), Unix Commands, Unix, Scripting Languages, Development Environment, Operating Systems, Command-Line Interface, File Management, OS Process Management, Automation, Debugging, Python Programming",0,0,Beginner ? Course ? 1 - 3 Months
351,Python Project for Data Science,IBM," Dashboard, Pandas (Python Package), Data Visualization Software, Web Scraping, Jupyter, Matplotlib, Data Analysis, Data Science, Data Processing, Data Manipulation, Python Programming, Data Collection",0,0,Intermediate ? Course ? 1 - 4 Weeks
352,Marketing Mix Implementation,IE Business School," Product Lifecycle Management, Marketing Communications, Integrated Marketing Communications, Advertising, Marketing, Brand Strategy, Marketing Budgets, Strategic Decision-Making, Brand Management, Brand Marketing, Customer experience strategy (CX), Price Negotiation, Product Management, Marketing Strategies, Retail Management, Marketing Channel, Strategic Marketing, Product Strategy, Merchandising, Communication",0,0,Beginner ? Specialization ? 3 - 6 Months
353,Basic Game Development with Levels using Scratch,Coursera Project Network," Event-Driven Programming, Debugging, Game Design, Animation and Game Design, Program Development, Algorithms, Computer Programming, Application Development, Programming Principles, Problem Solving, Design, Computer Science",0,0,Beginner ? Guided Project ? Less Than 2 Hours
354,English for Teaching Purposes,Universitat Aut?noma de Barcelona," Lecturing, Language Competency, English Language, Verbal Communication Skills, Higher Education, Language Learning, Professional Development, Stress Management, Collaboration, Vocabulary, Train The Trainer, Grammar",0,0,Mixed ? Course ? 1 - 4 Weeks
355,Machine Learning in Production,DeepLearning.AI," MLOps (Machine Learning Operations), Application Deployment, Continuous Deployment, Software Development Life Cycle, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning, Applied Machine Learning, Data Validation, Feature Engineering, Data Quality, Debugging, Continuous Monitoring, Data Pipelines",0,0,Intermediate ? Course ? 1 - 4 Weeks
356,Individual Development Plan (IDP),University of Minnesota," Goal Setting, Strategic Planning, Planning, Personal Development, Strategic Thinking, Timelines, Professional Development, Performance Review, Adaptability, Accountability, Self-Awareness, Constructive Feedback, Time Management, Mentorship, Communication",0,0,Beginner ? Course ? 1 - 4 Weeks
357,Positive Psychiatry and Mental Health ,The University of Sydney," Mental Health, Stress Management, Community Mental Health Services, Mindfulness, Mental Health Diseases and Disorders, Psychiatry, Positivity, Rehabilitation, Resilience, Behavioral Health, Clinical Psychology, Mental Health Therapies, Psychotherapy, Personal Development, Mental and Behavioral Health, Creativity, Self-Awareness, Occupational Therapy, Empowerment, Physical Therapy",0,0,Mixed ? Course ? 1 - 3 Months
358,Accelerate: Professional Development with an Advanced Degree,University of Minnesota," Goal Setting, Project Management, Storytelling, Intercultural Competence, Communication Strategies, Professional Development, Communication, Verbal Communication Skills, Persuasive Communication, Professional Networking, Cultural Diversity, Strategic Planning, Collaboration, Public Speaking, Planning, Empathy, Self-Awareness, Personal Development, Leadership, Time Management",0,0,Beginner ? Specialization ? 3 - 6 Months
359,Introduction to Cloud Computing,IBM," Cloud Computing Architecture, Cloud Services, Cloud Security, Cloud Technologies, Cloud Infrastructure, Cloud Platforms, Cloud Hosting, Cloud Engineering, Cloud Computing, Cloud Solutions, Cloud Development, Cloud Storage, Infrastructure As A Service (IaaS), Emerging Technologies, Cloud-Native Computing, Cloud Management, Hybrid Cloud Computing, Virtual Machines, Serverless Computing, DevOps",0,0,Beginner ? Course ? 1 - 3 Months
360,Social Media Management ,Meta," Social Media Management, Social Media Marketing, Content Creation, Social Media Strategy, Social Media Campaigns, Content Marketing, Instagram, Content Management, Content Performance Analysis, Brand Management, Facebook, Branding, Customer Engagement",0,0,Beginner ? Course ? 1 - 4 Weeks
